DISTRICTS,SOIL_TYPE,COMMODITIES,SEASONS,WATER_REQ,Min_Temp,Max_Temp,Ideal_Hum,N,P,K
Gadag,Black Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Gadag,Black Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Gadag,Black Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Gadag,Black Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Gadag,Black Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Gadag,Black Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Gadag,Black Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Gadag,Black Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Gadag,Black Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Gadag,Black Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Gadag,Black Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Gadag,Black Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Gadag,Black Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Gadag,Black Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Gadag,Black Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Gadag,Black Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Gadag,Black Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Gadag,Black Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Gadag,Black Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Gadag,Black Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Gadag,Black Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Gadag,Black Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Gadag,Black Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Gadag,Black Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Gadag,Black Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Gadag,Black Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Gadag,Black Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Hassan,Red Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Hassan,Red Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Hassan,Red Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Hassan,Red Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Hassan,Red Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Hassan,Red Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Hassan,Red Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Hassan,Red Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Hassan,Red Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Hassan,Red Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Hassan,Red Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Hassan,Red Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Hassan,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Hassan,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Hassan,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Hassan,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Hassan,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Hassan,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Hassan,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Hassan,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Hassan,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Hassan,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Hassan,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Haveri,Coastal Alluvial Soil,Beans,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Haveri,Coastal Alluvial Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Haveri,Coastal Alluvial Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Haveri,Coastal Alluvial Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Haveri,Coastal Alluvial Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Haveri,Coastal Alluvial Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Haveri,Coastal Alluvial Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Haveri,Coastal Alluvial Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Haveri,Coastal Alluvial Soil,Jute,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Haveri,Coastal Alluvial Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Haveri,Coastal Alluvial Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Haveri,Coastal Alluvial Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Haveri,Coastal Alluvial Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Paddy(Basmati),Monsoon,HIGH,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Paddy(Basmati),Summer,HIGH,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Paddy(Common),Monsoon,HIGH,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Paddy(Common),Summer,HIGH,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Pointed gourd(Parval),Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Pointed gourd(Parval),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Haveri,Coastal Alluvial Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Haveri,Coastal Alluvial Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Haveri,Coastal Alluvial Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Rice,Monsoon,HIGH,20,35,85,90,42,43
Haveri,Coastal Alluvial Soil,Rice,Summer,HIGH,20,35,85,90,42,43
Haveri,Coastal Alluvial Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Haveri,Coastal Alluvial Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Haveri,Coastal Alluvial Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Haveri,Coastal Alluvial Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Haveri,Coastal Alluvial Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Haveri,Coastal Alluvial Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Haveri,Coastal Alluvial Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Haveri,Coastal Alluvial Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Kalaburagi(Gulbarga),Black Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Kalaburagi(Gulbarga),Black Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Kalaburagi(Gulbarga),Black Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Kalaburagi(Gulbarga),Black Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Kalaburagi(Gulbarga),Black Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Kalaburagi(Gulbarga),Black Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Kalaburagi(Gulbarga),Black Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Kalaburagi(Gulbarga),Black Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Kalaburagi(Gulbarga),Black Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Kalaburagi(Gulbarga),Black Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Kalaburagi(Gulbarga),Black Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Kalaburagi(Gulbarga),Black Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Kalaburagi(Gulbarga),Black Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Kalaburagi(Gulbarga),Black Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Kalaburagi(Gulbarga),Black Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Kalaburagi(Gulbarga),Black Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Kalaburagi(Gulbarga),Black Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Kalaburagi(Gulbarga),Black Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Kalaburagi(Gulbarga),Black Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Kalaburagi(Gulbarga),Black Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Kalaburagi(Gulbarga),Black Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Kalaburagi(Gulbarga),Black Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Kodagu,Coastal Alluvial Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Kodagu,Coastal Alluvial Soil,Beans,Monsoon,MODERATE,20,30,60,80,45,50
Kodagu,Coastal Alluvial Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Kodagu,Coastal Alluvial Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Kodagu,Coastal Alluvial Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kodagu,Coastal Alluvial Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Kodagu,Coastal Alluvial Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Kodagu,Coastal Alluvial Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Kodagu,Coastal Alluvial Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Kodagu,Coastal Alluvial Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
